"applicant_id","cohort","selected","variable","raw_value","rule","severity","action"
100825,"B_2018",1,"father_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100825,"B_2018",1,"father_income_high",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100825,"B_2018",1,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100826,"A_2020",0,"father_age",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100826,"A_2020",0,"father_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100826,"A_2020",0,"father_income_high",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100826,"A_2020",0,"mother_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100826,"A_2020",0,"ses_stratum",,"source_missing","missing","Keep NA. Optional adjusted model uses cohort mean and a missing indicator."
100827,"B_2018",1,"age_at_survey","baseline=12; followup=17; change=5","age_change_outside_2_to_4_screen","review","Retain recorded ages and outcomes. Screening rule only. Systematic cohort differences require survey-date clarification, not automatic correction."
100827,"B_2018",1,"years_in_school","years_in_school=6; baseline_age=12; followup_age=17; age_change=5; highest_grade=8","school_years_since_allocation_above_4","review","Retain as a requested policy outcome with a timing/definition caveat. Five or six years conflict with a uniform three-year interpretation but may fit the older B2018 cohort. Clarify dates and counting convention; do not cap or infer a correction."
100827,"B_2018",1,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100828,"A_2020",0,"years_in_school","years_in_school=4; baseline_age=14; followup_age=16; age_change=2; highest_grade=8","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100829,"A_2022",0,"age_at_survey","baseline=11; followup=12; change=1","age_change_outside_2_to_4_screen","review","Retain recorded ages and outcomes. Screening rule only. Systematic cohort differences require survey-date clarification, not automatic correction."
100829,"A_2022",0,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100830,"A_2022",1,"age_at_survey","baseline=11; followup=11; change=0","age_change_outside_2_to_4_screen","review","Retain recorded ages and outcomes. Screening rule only. Systematic cohort differences require survey-date clarification, not automatic correction."
100830,"A_2022",1,"years_in_school","years_in_school=2; baseline_age=11; followup_age=11; age_change=0; highest_grade=6","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100830,"A_2022",1,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100830,"A_2022",1,"ses_stratum",,"source_missing","missing","Keep NA. Optional adjusted model uses cohort mean and a missing indicator."
100831,"A_2020",1,"finished_g6","highest_grade=8; finished_g6=0","completion_flag_disagrees_with_highest_grade","inconsistent","Retain both reports; no source is known authoritative. Main grade result uses reported highest_grade. Sensitivity excludes conflicted applicants."
100831,"A_2020",1,"finished_g7","highest_grade=8; finished_g7=0","completion_flag_disagrees_with_highest_grade","inconsistent","Retain both reports; no source is known authoritative. Main grade result uses reported highest_grade. Sensitivity excludes conflicted applicants."
100831,"A_2020",1,"finished_g8","highest_grade=8; finished_g8=0","completion_flag_disagrees_with_highest_grade","inconsistent","Retain both reports; no source is known authoritative. Main grade result uses reported highest_grade. Sensitivity excludes conflicted applicants."
100831,"A_2020",1,"father_age",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100831,"A_2020",1,"father_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100831,"A_2020",1,"father_income_high",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100831,"A_2020",1,"ses_stratum",,"source_missing","missing","Keep NA. Optional adjusted model uses cohort mean and a missing indicator."
100832,"A_2020",0,"years_in_school","years_in_school=4; baseline_age=11; followup_age=13; age_change=2; highest_grade=8","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100832,"A_2020",0,"father_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100832,"A_2020",0,"father_income_high",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100833,"A_2022",1,"age_at_survey","baseline=12; followup=12; change=0","age_change_outside_2_to_4_screen","review","Retain recorded ages and outcomes. Screening rule only. Systematic cohort differences require survey-date clarification, not automatic correction."
100833,"A_2022",1,"years_in_school","years_in_school=2; baseline_age=12; followup_age=12; age_change=0; highest_grade=6","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100833,"A_2022",1,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100834,"A_2020",0,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100835,"A_2020",1,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100836,"A_2022",1,"age_at_survey","baseline=15; followup=16; change=1","age_change_outside_2_to_4_screen","review","Retain recorded ages and outcomes. Screening rule only. Systematic cohort differences require survey-date clarification, not automatic correction."
100836,"A_2022",1,"years_in_school","years_in_school=3; baseline_age=15; followup_age=16; age_change=1; highest_grade=6","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100836,"A_2022",1,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100837,"A_2022",0,"age_at_survey","baseline=13; followup=14; change=1","age_change_outside_2_to_4_screen","review","Retain recorded ages and outcomes. Screening rule only. Systematic cohort differences require survey-date clarification, not automatic correction."
100837,"A_2022",0,"father_age",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100837,"A_2022",0,"father_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100837,"A_2022",0,"father_income_high",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100837,"A_2022",0,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100838,"A_2022",0,"age_at_survey","baseline=15; followup=15; change=0","age_change_outside_2_to_4_screen","review","Retain recorded ages and outcomes. Screening rule only. Systematic cohort differences require survey-date clarification, not automatic correction."
100838,"A_2022",0,"years_in_school","years_in_school=2; baseline_age=15; followup_age=15; age_change=0; highest_grade=6","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100838,"A_2022",0,"father_age",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100838,"A_2022",0,"father_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100838,"A_2022",0,"father_income_high",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100838,"A_2022",0,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100838,"A_2022",0,"hours_worked","0","working_but_zero_weekly_hours","review","Retain. Could reflect temporary absence or reference-period differences; do not assume zero means missing."
100840,"A_2020",1,"mother_age","mother_age=15; child_age=15","parent_not_older_than_child","inconsistent","Set derived parent age to NA; retain raw value and applicant. Parent ages are excluded from treatment-effect controls."
100840,"A_2020",1,"age_at_application",,"source_missing","missing","Keep NA. Optional adjusted model uses cohort mean and a missing indicator."
100840,"A_2020",1,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100841,"B_2018",0,"age_at_survey","baseline=11; followup=16; change=5","age_change_outside_2_to_4_screen","review","Retain recorded ages and outcomes. Screening rule only. Systematic cohort differences require survey-date clarification, not automatic correction."
100841,"B_2018",0,"years_in_school","years_in_school=5; baseline_age=11; followup_age=16; age_change=5; highest_grade=7","school_years_since_allocation_above_4","review","Retain as a requested policy outcome with a timing/definition caveat. Five or six years conflict with a uniform three-year interpretation but may fit the older B2018 cohort. Clarify dates and counting convention; do not cap or infer a correction."
100841,"B_2018",0,"father_income_high",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100841,"B_2018",0,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100842,"A_2020",1,"years_in_school","years_in_school=4; baseline_age=14; followup_age=16; age_change=2; highest_grade=8","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100845,"A_2020",1,"father_age",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100845,"A_2020",1,"father_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100845,"A_2020",1,"father_income_high",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100846,"A_2022",1,"age_at_survey","baseline=13; followup=14; change=1","age_change_outside_2_to_4_screen","review","Retain recorded ages and outcomes. Screening rule only. Systematic cohort differences require survey-date clarification, not automatic correction."
100846,"A_2022",1,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100847,"B_2018",1,"father_age",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100847,"B_2018",1,"father_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100847,"B_2018",1,"father_income_high",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100847,"B_2018",1,"mother_age",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100847,"B_2018",1,"mother_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100847,"B_2018",1,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100847,"B_2018",1,"ses_stratum",,"source_missing","missing","Keep NA. Optional adjusted model uses cohort mean and a missing indicator."
100848,"A_2020",0,"years_in_school","years_in_school=4; baseline_age=12; followup_age=14; age_change=2; highest_grade=8","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100849,"A_2022",0,"age_at_survey","baseline=12; followup=10; change=-2","age_change_outside_2_to_4_screen","review","Retain recorded ages and outcomes. Screening rule only. Systematic cohort differences require survey-date clarification, not automatic correction."
100849,"A_2022",0,"age_at_survey","baseline=12; followup=10; change=-2","age_decreased","inconsistent","Followup age clean set to NA; retain baseline age and schooling outcomes. Cannot determine which source age is wrong. Exclusion sensitivity reported."
100849,"A_2022",0,"years_in_school","years_in_school=2; baseline_age=12; followup_age=10; age_change=-2; highest_grade=6","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100849,"A_2022",0,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100850,"B_2018",1,"age_at_survey","baseline=11; followup=16; change=5","age_change_outside_2_to_4_screen","review","Retain recorded ages and outcomes. Screening rule only. Systematic cohort differences require survey-date clarification, not automatic correction."
100850,"B_2018",1,"years_in_school","years_in_school=6; baseline_age=11; followup_age=16; age_change=5; highest_grade=9","school_years_since_allocation_above_4","review","Retain as a requested policy outcome with a timing/definition caveat. Five or six years conflict with a uniform three-year interpretation but may fit the older B2018 cohort. Clarify dates and counting convention; do not cap or infer a correction."
100850,"B_2018",1,"father_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100850,"B_2018",1,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100852,"A_2020",1,"father_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100852,"A_2020",1,"father_income_high",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100853,"A_2020",1,"years_in_school","years_in_school=4; baseline_age=14; followup_age=16; age_change=2; highest_grade=8","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100853,"A_2020",1,"father_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100853,"A_2020",1,"father_income_high",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100853,"A_2020",1,"ses_stratum",,"source_missing","missing","Keep NA. Optional adjusted model uses cohort mean and a missing indicator."
100855,"A_2020",0,"years_in_school","years_in_school=4; baseline_age=14; followup_age=16; age_change=2; highest_grade=6","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100856,"A_2020",0,"years_in_school","years_in_school=4; baseline_age=12; followup_age=14; age_change=2; highest_grade=8","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100857,"A_2020",0,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100858,"A_2020",1,"years_in_school","years_in_school=4; baseline_age=14; followup_age=16; age_change=2; highest_grade=8","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100858,"A_2020",1,"father_age",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100858,"A_2020",1,"father_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100858,"A_2020",1,"father_income_high",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100858,"A_2020",1,"mother_age",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100858,"A_2020",1,"mother_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100860,"B_2018",0,"father_age",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100860,"B_2018",0,"father_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100860,"B_2018",0,"father_income_high",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100860,"B_2018",0,"mother_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100860,"B_2018",0,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100860,"B_2018",0,"ses_stratum",,"source_missing","missing","Keep NA. Optional adjusted model uses cohort mean and a missing indicator."
100861,"A_2020",0,"years_in_school","years_in_school=4; baseline_age=11; followup_age=13; age_change=2; highest_grade=8","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100861,"A_2020",0,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100863,"A_2022",0,"age_at_survey","baseline=13; followup=13; change=0","age_change_outside_2_to_4_screen","review","Retain recorded ages and outcomes. Screening rule only. Systematic cohort differences require survey-date clarification, not automatic correction."
100863,"A_2022",0,"years_in_school","years_in_school=2; baseline_age=13; followup_age=13; age_change=0; highest_grade=5","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100863,"A_2022",0,"father_age",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100863,"A_2022",0,"father_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100863,"A_2022",0,"father_income_high",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100863,"A_2022",0,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100864,"A_2020",1,"years_in_school","years_in_school=4; baseline_age=12; followup_age=14; age_change=2; highest_grade=8","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100866,"A_2020",0,"father_income_high",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100867,"A_2022",0,"age_at_survey","baseline=13; followup=13; change=0","age_change_outside_2_to_4_screen","review","Retain recorded ages and outcomes. Screening rule only. Systematic cohort differences require survey-date clarification, not automatic correction."
100867,"A_2022",0,"years_in_school","years_in_school=3; baseline_age=13; followup_age=13; age_change=0; highest_grade=7","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100867,"A_2022",0,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100868,"A_2020",1,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100869,"A_2020",1,"years_in_school","years_in_school=4; baseline_age=11; followup_age=13; age_change=2; highest_grade=8","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100870,"A_2022",1,"age_at_survey","baseline=12; followup=12; change=0","age_change_outside_2_to_4_screen","review","Retain recorded ages and outcomes. Screening rule only. Systematic cohort differences require survey-date clarification, not automatic correction."
100870,"A_2022",1,"years_in_school","years_in_school=2; baseline_age=12; followup_age=12; age_change=0; highest_grade=6","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100870,"A_2022",1,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100871,"A_2020",0,"father_age",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100871,"A_2020",0,"father_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100871,"A_2020",0,"father_income_high",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100872,"B_2018",0,"age_at_survey","baseline=12; followup=17; change=5","age_change_outside_2_to_4_screen","review","Retain recorded ages and outcomes. Screening rule only. Systematic cohort differences require survey-date clarification, not automatic correction."
100872,"B_2018",0,"years_in_school","years_in_school=6; baseline_age=12; followup_age=17; age_change=5; highest_grade=9","school_years_since_allocation_above_4","review","Retain as a requested policy outcome with a timing/definition caveat. Five or six years conflict with a uniform three-year interpretation but may fit the older B2018 cohort. Clarify dates and counting convention; do not cap or infer a correction."
100872,"B_2018",0,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100873,"A_2020",1,"years_in_school","years_in_school=4; baseline_age=12; followup_age=14; age_change=2; highest_grade=7","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100874,"A_2020",1,"years_in_school","years_in_school=4; baseline_age=12; followup_age=14; age_change=2; highest_grade=9","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100875,"A_2020",1,"age_at_application",,"source_missing","missing","Keep NA. Optional adjusted model uses cohort mean and a missing indicator."
100875,"A_2020",1,"ses_stratum",,"source_missing","missing","Keep NA. Optional adjusted model uses cohort mean and a missing indicator."
100876,"A_2020",0,"ses_stratum",,"source_missing","missing","Keep NA. Optional adjusted model uses cohort mean and a missing indicator."
100877,"A_2020",0,"father_age",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100877,"A_2020",0,"father_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100877,"A_2020",0,"father_income_high",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100877,"A_2020",0,"ses_stratum",,"source_missing","missing","Keep NA. Optional adjusted model uses cohort mean and a missing indicator."
100878,"A_2020",1,"years_in_school","years_in_school=5; baseline_age=15; followup_age=18; age_change=3; highest_grade=9","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100878,"A_2020",1,"years_in_school","years_in_school=5; baseline_age=15; followup_age=18; age_change=3; highest_grade=9","school_years_since_allocation_above_4","review","Retain as a requested policy outcome with a timing/definition caveat. Five or six years conflict with a uniform three-year interpretation but may fit the older B2018 cohort. Clarify dates and counting convention; do not cap or infer a correction."
100879,"A_2020",1,"years_in_school","years_in_school=4; baseline_age=14; followup_age=16; age_change=2; highest_grade=8","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100879,"A_2020",1,"ses_stratum",,"source_missing","missing","Keep NA. Optional adjusted model uses cohort mean and a missing indicator."
100880,"A_2020",0,"years_in_school","years_in_school=4; baseline_age=15; followup_age=17; age_change=2; highest_grade=8","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100880,"A_2020",0,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100881,"B_2018",1,"years_in_school","years_in_school=6; baseline_age=11; followup_age=15; age_change=4; highest_grade=9","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100881,"B_2018",1,"years_in_school","years_in_school=6; baseline_age=11; followup_age=15; age_change=4; highest_grade=9","school_years_since_allocation_above_4","review","Retain as a requested policy outcome with a timing/definition caveat. Five or six years conflict with a uniform three-year interpretation but may fit the older B2018 cohort. Clarify dates and counting convention; do not cap or infer a correction."
100881,"B_2018",1,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100883,"A_2020",1,"years_in_school","years_in_school=4; baseline_age=13; followup_age=15; age_change=2; highest_grade=8","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100883,"A_2020",1,"father_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100883,"A_2020",1,"father_income_high",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100883,"A_2020",1,"ses_stratum",,"source_missing","missing","Keep NA. Optional adjusted model uses cohort mean and a missing indicator."
100885,"A_2020",1,"years_in_school","years_in_school=4; baseline_age=13; followup_age=15; age_change=2; highest_grade=7","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100885,"A_2020",1,"father_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100885,"A_2020",1,"mother_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100886,"A_2020",1,"years_in_school","years_in_school=4; baseline_age=13; followup_age=15; age_change=2; highest_grade=8","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100886,"A_2020",1,"father_age",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100886,"A_2020",1,"father_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100886,"A_2020",1,"father_income_high",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100887,"A_2020",1,"years_in_school","years_in_school=4; baseline_age=12; followup_age=14; age_change=2; highest_grade=8","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100887,"A_2020",1,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100888,"A_2020",0,"years_in_school","years_in_school=5; baseline_age=14; followup_age=16; age_change=2; highest_grade=8","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100888,"A_2020",0,"years_in_school","years_in_school=5; baseline_age=14; followup_age=16; age_change=2; highest_grade=8","school_years_since_allocation_above_4","review","Retain as a requested policy outcome with a timing/definition caveat. Five or six years conflict with a uniform three-year interpretation but may fit the older B2018 cohort. Clarify dates and counting convention; do not cap or infer a correction."
100889,"A_2022",1,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100890,"A_2020",0,"years_in_school","years_in_school=4; baseline_age=15; followup_age=17; age_change=2; highest_grade=8","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
100890,"A_2020",0,"father_age",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100890,"A_2020",0,"father_educ",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100890,"A_2020",0,"father_income_high",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100890,"A_2020",0,"mother_age",,"source_missing","missing","Keep NA. Use available observations for the specific outcome; no outcome imputation in point estimates."
100891,"A_2022",0,"age_at_survey","baseline=12; followup=13; change=1","age_change_outside_2_to_4_screen","review","Retain recorded ages and outcomes. Screening rule only. Systematic cohort differences require survey-date clarification, not automatic correction."
100891,"A_2022",0,"neighborhood",,"source_missing","missing","Keep NA. Exclude from primary controls because coverage differs by cohort."
100892,"A_2022",1,"age_at_survey","baseline=11; followup=11; change=0","age_change_outside_2_to_4_screen","review","Retain recorded ages and outcomes. Screening rule only. Systematic cohort differences require survey-date clarification, not automatic correction."
100892,"A_2022",1,"years_in_school","years_in_school=2; baseline_age=11; followup_age=11; age_change=0; highest_grade=6","school_years_exceed_age_change_plus_1","review","Retain. Completed school years exceed reported age change plus a one-year diagnostic allowance. Age errors, varying followup horizons or school-year counting could explain this; do not cap the value or delete the applicant."
